params,mean_test_accuracy,mean_test_recall,mean_test_precision,mean_test_f1
"{'C': 8.200000000000001, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 8.200000000000001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.200000000000001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.200000000000001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 8.200000000000001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.4, 'max_iter': 100, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 8.4, 'max_iter': 100, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 8.4, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 8.4, 'max_iter': 100, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 8.4, 'max_iter': 100, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.4, 'max_iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.4, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 8.4, 'max_iter': 100, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.4, 'max_iter': 500, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 8.4, 'max_iter': 500, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 8.4, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 8.4, 'max_iter': 500, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 8.4, 'max_iter': 500, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.4, 'max_iter': 500, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.4, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 8.4, 'max_iter': 500, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.4, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 8.4, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 8.4, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 8.4, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 8.4, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.4, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.4, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 8.4, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.6, 'max_iter': 100, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 8.6, 'max_iter': 100, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 8.6, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 8.6, 'max_iter': 100, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 8.6, 'max_iter': 100, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.6, 'max_iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.6, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 8.6, 'max_iter': 100, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.6, 'max_iter': 500, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 8.6, 'max_iter': 500, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 8.6, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 8.6, 'max_iter': 500, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 8.6, 'max_iter': 500, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.6, 'max_iter': 500, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.6, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 8.6, 'max_iter': 500, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.6, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 8.6, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 8.6, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 8.6, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 8.6, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.6, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.6, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 8.6, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.8, 'max_iter': 100, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 8.8, 'max_iter': 100, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 8.8, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 8.8, 'max_iter': 100, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 8.8, 'max_iter': 100, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.8, 'max_iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.8, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 8.8, 'max_iter': 100, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.8, 'max_iter': 500, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 8.8, 'max_iter': 500, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 8.8, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 8.8, 'max_iter': 500, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 8.8, 'max_iter': 500, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.8, 'max_iter': 500, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.8, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 8.8, 'max_iter': 500, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.8, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 8.8, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 8.8, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 8.8, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 8.8, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.8, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 8.8, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 8.8, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.0, 'max_iter': 100, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.0, 'max_iter': 100, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.0, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.0, 'max_iter': 100, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.0, 'max_iter': 100, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.0, 'max_iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.0, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.0, 'max_iter': 100, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.0, 'max_iter': 500, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.0, 'max_iter': 500, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.0, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.0, 'max_iter': 500, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.0, 'max_iter': 500, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.0, 'max_iter': 500, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.0, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.0, 'max_iter': 500, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.0, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.0, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.0, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.0, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.0, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.0, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.0, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.0, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.200000000000001, 'max_iter': 100, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.200000000000001, 'max_iter': 100, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.200000000000001, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.200000000000001, 'max_iter': 100, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.200000000000001, 'max_iter': 100, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.200000000000001, 'max_iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.200000000000001, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.200000000000001, 'max_iter': 100, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.200000000000001, 'max_iter': 500, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.200000000000001, 'max_iter': 500, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.200000000000001, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.200000000000001, 'max_iter': 500, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.200000000000001, 'max_iter': 500, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.200000000000001, 'max_iter': 500, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.200000000000001, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.200000000000001, 'max_iter': 500, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.200000000000001, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.200000000000001, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.200000000000001, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.200000000000001, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.200000000000001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.200000000000001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.200000000000001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.200000000000001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.4, 'max_iter': 100, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.4, 'max_iter': 100, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.4, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.4, 'max_iter': 100, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.4, 'max_iter': 100, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.4, 'max_iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.4, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.4, 'max_iter': 100, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.4, 'max_iter': 500, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.4, 'max_iter': 500, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.4, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.4, 'max_iter': 500, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.4, 'max_iter': 500, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.4, 'max_iter': 500, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.4, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.4, 'max_iter': 500, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.4, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.4, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.4, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.4, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.4, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.4, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.4, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.4, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.600000000000001, 'max_iter': 100, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.600000000000001, 'max_iter': 100, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.600000000000001, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.600000000000001, 'max_iter': 100, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.600000000000001, 'max_iter': 100, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.600000000000001, 'max_iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.600000000000001, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.600000000000001, 'max_iter': 100, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.600000000000001, 'max_iter': 500, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.600000000000001, 'max_iter': 500, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.600000000000001, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.600000000000001, 'max_iter': 500, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.600000000000001, 'max_iter': 500, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.600000000000001, 'max_iter': 500, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.600000000000001, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.600000000000001, 'max_iter': 500, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.600000000000001, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.600000000000001, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.600000000000001, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.600000000000001, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.600000000000001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.600000000000001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.600000000000001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.600000000000001, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.8, 'max_iter': 100, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.8, 'max_iter': 100, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.8, 'max_iter': 100, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.8, 'max_iter': 100, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.8, 'max_iter': 100, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.8, 'max_iter': 100, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.8, 'max_iter': 100, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.8, 'max_iter': 100, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.8, 'max_iter': 500, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.8, 'max_iter': 500, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.8, 'max_iter': 500, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.8, 'max_iter': 500, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.8, 'max_iter': 500, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.8, 'max_iter': 500, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.8, 'max_iter': 500, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.8, 'max_iter': 500, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.8, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'newton-cg'}",,,,
"{'C': 9.8, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'lbfgs'}",,,,
"{'C': 9.8, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'liblinear'}",0.8,0.7733333333333332,0.7986363636363636,0.783716153127918
"{'C': 9.8, 'max_iter': 1000, 'penalty': 'l1', 'solver': 'sag'}",,,,
"{'C': 9.8, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'newton-cg'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.8, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'lbfgs'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'C': 9.8, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'liblinear'}",0.79,0.7711111111111112,0.781969696969697,0.7753914197257852
"{'C': 9.8, 'max_iter': 1000, 'penalty': 'l2', 'solver': 'sag'}",0.8,0.7711111111111112,0.7998268398268399,0.7827443609022556
"{'criterion': 'gini', 'max_depth': 0, 'min_samples_leaf': 0}",,,,
"{'criterion': 'gini', 'max_depth': 0, 'min_samples_leaf': 1}",,,,
"{'criterion': 'gini', 'max_depth': 0, 'min_samples_leaf': 2}",,,,
"{'criterion': 'gini', 'max_depth': 1, 'min_samples_leaf': 0}",,,,
"{'criterion': 'gini', 'max_depth': 1, 'min_samples_leaf': 1}",0.6,0.48,0.6011904761904762,0.5318059855521156
"{'criterion': 'gini', 'max_depth': 1, 'min_samples_leaf': 2}",0.6,0.48,0.6011904761904762,0.5318059855521156
"{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 0}",,,,
"{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 1}",0.67,0.6088888888888888,0.6783333333333335,0.6330002814522938
"{'criterion': 'gini', 'max_depth': 2, 'min_samples_leaf': 2}",0.67,0.6088888888888888,0.6783333333333335,0.6330002814522938
"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 0}",,,,
"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 1}",0.68,0.591111111111111,0.7277777777777777,0.6276695526695527
"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 2}",0.68,0.5044444444444444,0.7611111111111111,0.5856869738448686
"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 0}",,,,
